,title,question,answer
255,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, what’s the secret to getting your back truck five feet off the ground?","I don’t know, I feel like I just pretend like I’m jumping. I’m just jumping and getting my back foot on it. It feels safer than front 50s for me, or something like that."
256,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Is there a trick to it?,"Yeah, maybe it’s just like a tweaked ollie? I don’t know."
257,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",, 
258,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It’s fuckin’ nuts! So then you had a homie clip in the Johnny Wilson Chicago video, that was pretty sick. I know any time Supreme shows up in a town it kind of brings some heat. Do you think Chicago could become a big skate destination? Not that it isn’t, but even more so?","Oh yeah, for sure. I think it’ll definitely bring more attention to it. For whatever reason people kind of looked over Chicago. I think people will realize that it’s a pretty sick city with a core skate scene and they also have one of the best shops, "
259,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Uprise, 
260,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Maybe attract some different eyeballs that wouldn’t have thought about it.,"Yeah, definitely. So that’s cool, and those dudes being in town is super cool. They’re all super rad."
261,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",I got to come out and skate with you and your brother in Chicago for a long weekend and it was some real street skating. We didn’t drive from spot to spot—we parked the car and pushed around for nine hours! Is that how you and your brother typically do it? Do you just drive to the zone and then you’re just pushing around?,"Yeah, there’s a lot of days that are like that. I feel like most days we just park on this street, Lasalle, where they have free parking on the weekends and we’ll just push from spot to spot. And I feel like most of the super-good spots in the city are like in that Loop area, like in the downtown area. And then the weekdays we’ll kind of drive to spots because the Loop isn’t really as skateable. So we’ll hit the one-off spots. But yeah, definitely weekends we mostly will skate all day around the city."
262,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It’s funny, I was telling people like, It’s not only street skating, like half the spots Nick wanted to skate were like jumping over a street.","Yeah, literally. That’s funny. I feel like we skated some hectic spots that were definitely fucked up. We had to wait for traffic for most of the spots we skated."
263,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It’s not only street skating, like half the spots Nick wanted to skate were like jumping over a street.","Yeah, literally. That’s funny. I feel like we skated some hectic spots that were definitely fucked up. We had to wait for traffic for most of the spots we skated."
264,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","That’s good, though. We weren’t waiting in the car, we were just waiting for cars to be gone the whole time.","Yeah, seriously."
265,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",in,"Yeah, seriously."
266,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",, 
267,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Who were some of the legendary skaters when you were coming up? Who were the legendary Chicago guys?,"Damn, there’s a lot. I’d say Dave Ruta definitely was a big skater. And a lot of Uprise guys that run that shop. And then also from the Chicago suburbs there’s "
268,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Hell yeah. So again, not to gossip, but you were riding Antihero boards on the trip. Is it safe to assume you’re a prospect?","Yeah. I mean, I’m actually on the Antihero trip right now."
269,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",How will we know if you’re on the team or not?,I don’t know. I guess we’ll see how this trip goes.
270,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","They’re a tough crew, man. You got any tattoos?","Nah, I should probably get some, though."
271,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Dude, this might be the time. What’s been your sponsorship history so far? What was the first box you ever got?","The first box I got was super young but it wasn’t a really serious sponsorship, I guess. I got boards from Chocolate. It was not really legit, though."
272,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Dude, that’ll freak a kid out.",And then I kinda got boards from Krooked and then I did the Quasi thing and now Antihero.
273,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Is there a reason why you kept shopping?,"I don’t know, I guess—well, Quasi was probably the one that I was taking the most seriously. I don’t even know. That’s when it was like, "
274,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Oh, I could be an am or pro skater ", 
275,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Right. So only recently you considered it, that you could go all the way?","Yeah, definitely. I feel like within the past couple of few years that’s when people were putting it in my ear. I guess maybe I never thought of myself as a sponsored or pro skater. I was just gonna be a guy who got boards here and there."
276,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",So did you have any reservations about coming on the Scramble trip?,"I just knew it was gonna be a lot of skating—just from the videos, there’s just so much footage from there, so much footy."
277,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",What about jumping in the van with people you don’t know or barely know?,"Yeah, I really didn’t have any expectations ’cause I didn’t know who was going on it."
278,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Oh yeah, I try not to tell people who’s on the trip so they don’t make the decision based off that. ","Yeah. I knew Brian Reid, so I was like, "
279,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, but how did it work out?","It was cool. Everyone was super chill and nice. I definitely became friends with some of the guys, for sure. Everyone was super good at skating and gnarly and cool, so it worked out."
280,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",For sure. Did you know anything about Dylan Jaeb before the trip?,I just knew him through his footage and stuff and knew how fuckin’ good he was at skating. That’s pretty much all I knew. I feel like I knew everyone’s skating from videos.
281,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Right. So do you watch every video?,"I watch a lot of shit, for sure. I don’t think it’s possible to watch every single skate video, but I definitely knew most of the people on the trip."
282,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Have you ever been on a trip with dudes like those Australians we had?,"Shit, no I haven’t. It was actually super entertaining to watch how gnarly they were and how easy it was for them to grind the biggest rails. It was pretty inspiring. I definitely couldn’t skate like that. It was definitely interesting to see."
283,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","What about the Frenchies? They’re on the new shit, like always pole jamming everything. ","It was sick, dude. That was also inspiring. ’Cause they were super creative, especially Max. He would just find random objects and try to make something out of a sign, or like stick it into a rail and make a pole jam out of it. That was pretty cool to see. I’ve never really been around anyone that was trying to make shit like that either."
284,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Daewon sometimes does stuff like that. I got to meet your brother Blake when I was in Chicago and you guys are like a dynamic duo. I didn’t realize how serious he was about filming and that he gets jobs and goes on trips with companies and stuff. What are the pros and cons of filming with your brother?,"Yeah, it’s super sick skating with him. He’s really good at filming. He’ll do stuff and go on trips and shit, so he knows what he’s doing. It’s cool; he has a good vision, too, for spots and a similar vision to what I want to skate. So when I’m filming with him it’s a lot easier than other people. We kinda know what we’re both into, so it works."
285,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","I felt like a fly on the wall a little bit, just ’cause you guys had the rhythm and you didn’t even have to talk that much and it was like you were so focused. Do you ever need a hype man? Can he snap into Beagle mode and fire it up if he has to?","I have some homies that are hype men. But I don’t know, it definitely takes some willpower in Chicago sometimes because there aren’t that many dudes who are skating spots and filming every day. Not that they’re not taking it seriously, but it’s not like LA or New York where people are trying to film constantly. It takes willpower to do it on your own because no one’s out there with you most of the time. I feel like when I go to SF or New York or LA you see other groups of skaters that are super into it and down to film. In Chicago it definitely is harder. You have to make it happen sometimes."
286,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",So he’s the big brother? Do you guys ever fight?,"Yeah. I mean, we did when we were younger, just about stupid shit. But not really. It’s always pretty chill. We’ve always been super good friends."
287,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, I could tell. Almost shockingly so. I was like, I wonder if these guys ever annoy the shit out of each other?","Maybe when we were younger, but now I feel like as we’ve matured we definitely feel lucky that we have each other. I definitely know it’s rare."
288,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>", I wonder if these guys ever annoy the shit out of each other?,"Maybe when we were younger, but now I feel like as we’ve matured we definitely feel lucky that we have each other. I definitely know it’s rare."
289,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Why do you think you guys get along so well? Is that just how your family is?,"Yeah, I would say my mom and dad were always supportive of whatever we did. Especially my mom, she would always drive us to skateparks together. I feel like just being together so much we just ended up being obviously super close from that. We just ended up skating together, too, ’cause we both love skating. So it worked out that way."
290,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","We talked about this a little bit on the trip, but you’re kind of a mellow dude. Would you say you’re shy? ","Yeah, definitely. Especially in groups. I’m definitely introverted."
291,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",, 
292,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","But then at the same time, when you’re skating sometimes you look mean. Has there ever been any misunderstandings where somebody thinks you’re mean mugging them?","Yeah, it’s funny, that always gets brought up. People always think I’m mean. I don’t know, I guess I have a serious look. But, nah, I don’t know. That gets brought up a lot; that’s always the thing people talk about is my face. Like, Damn, is my face that weird?"
293,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It’s not that weird, you just look very serious.","Yeah. I think I’m just focusing on not eating shit. Like, that’s my main objective when I’m skating. It’s fun to me—it’s just if I’m trying a trick I’m filming I’m usually just like, Don’t eat shit"
294,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, I was gonna ask, how did that back Smith at Roxbury banks go?","Oh yeah, I was not feeling that spot at all when we first got there. I was hyped on it, how it looks and everything and I wanted to skate it, but when we got there I’m like, "
295,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",You look very serious in the photo. ,"Yeah, I just wanted to land it before the soreness kicked in, too."
296,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",You said today you got to skate some pools with Grant Taylor in LA. What was that like?,"He’s so insane to watch. I was in awe watching him skate. All those dudes are so good at it. I felt intimidated. When I first got there, I rolled around for a second and then those dudes started skating and I had to sit down. I was like, "
297,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",He’s bananas. What were the tricks on the trip that really stuck with you? ,Probably the back Smith and the switch back 180 nosegrind on the out ledge. Those were the ones I was most hyped on—especially the switch back 180 nosegrind because I had been wanting to do that on an out ledge for a while. I just learned it and I didn’t know if I could do it and then it just worked.
298,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",That was one where I had to figure out if you were skating switch or not. ,"Yeah, it felt good skating and that just worked out. I feel like most days I would be scared to try it, but I was feeling it that day."
299,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It seemed like Boston was your kinda town, too.","Oh yeah, it was so sick. I was so hyped that the trip was there. It was a cool city and Tim was super cool and knew good spots. It’s just like a core skate city."
300,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",I’d have felt bad if I had to take you to Phoenix.,"Yeah, I feel like that woulda been hard, for sure."
301,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Goddamn it, I gotta take Nick to Phoenix.","Yeah, once you told me it was Boston that was definitely a relief. ’Cause I was like, "
302,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Goddamn it, I gotta take Nick to Phoenix.","Yeah, once you told me it was Boston that was definitely a relief. ’Cause I was like, "
303,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",What’d you make of Max’s pole jam to triple-set grind?,"That was so insane. I thought he was insane before he even started trying that. Then he got super close and, I don’t know—I was scared watching it, too, ’cause there’s barely any landing. He was flying into that wall."
304,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Into a hole.,"But when he did it—it was so insane! It looked like a rollercoaster ride, a sketchy-ass roller coaster ride."
305,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Were there other people’s tricks that you tripped out on?,"Yeah, there were a lot. I feel like everyone had a gnarly trick—like Dylan did that super gnarly frontside flip and then Noah did that ride-on grind. Then there was the kinked rail."
306,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",I could tell you guys were tripping on the Rob Pace kinked rail.,"Yeah, that kinked rail was insane."
307,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",With metal stairs. Just the worst fuckin’ shit.,"He did it so easy, too. I was like, "
308,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",What?!, 
309,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Does your girlfriend ever stress out about you skating all the time?,"Oh no, she’s super cool about it. She’s super supportive of it. She gets that I have to skate on the weekends. She’s a creative person, too. She does graphic design, so she doesn’t have a conventional job either. And I think her brother skated, so she gets it. She doesn’t skate herself, but she’s down for it."
310,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","That’s nice. So we’ve talked about this before, but I think in this issue it would be really cool to talk about again—what did your mom say when she found out she had a photo in Thrasher?",I think I noticed it first. I remember being bummed that she got into 
311,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Thrasher,I think I noticed it first. I remember being bummed that she got into 
312,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","It was an Anatomy photo I took a long time ago at a demo and it’s a kid about to ollie a stack of boards and then there’s all the arrows pointing to everything. I can’t remember, what was your mom saying? What does the arrow say?","She has a speech bubble and I think it says like, "
313,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",This kid’s gonna bust his ass, 
314,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Damn, my mom’s cooler than I am.", 
315,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","What did she think about it, though?","She thought it was funny. She was like, "
316,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Oh, that’s cool! ", 
317,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",It sounds like you’ve got a lot of stuff kind of happening at once these days. Can you see yourself becoming a pro skater some day?,"Yeah, I’m definitely down. I love skating and I’m gonna do it regardless as long as I can, so I might as well try to make it a career if I can, you know? If that’s an option, I’m definitely trying to do that."
318,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","At 27, you’ve been skating and filming a long time. Do you feel like you have more wisdom going into the sponsorship game at this age than if someone had offered to turn you pro at 17?","Oh yeah, for sure. I feel like I’m glad that I didn’t have whatever spotlight then that I have now. I’m glad it’s happening now rather than when I was younger. ’Cause I feel like I would probably do more cringe shit, you know?"
319,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",What would the 17-year-old pro Nick Matthews been looking like?,I don’t know. I don’t even want to think about that. It probably wouldn’t be good.
320,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Who do you think’s gonna go pro first from this trip?,"Probably Brian. I would think Brian just ’cause he just had that part that came out that was super good. Yeah, I would say him."
321,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",That’s a pretty safe bet.,He’s been killing it for a while.
322,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, he’s about your age, too. I feel like now’s a different time. It’s not like when everybody wanted Spanky and Herman when they were little kids. ","Yeah, it seems different now. Just with the Internet I feel like people are more open to different avenues. I feel like there’s room for everyone nowadays. "
323,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Yeah. I think people can find their audience. Once you realize all the different things going on it broadens your idea of what’s good.,"Oh yeah, definitely. And then also with older guys pushing the envelope, guys like AVE and Guy, people that are still ripping. And like Julien, too, is ripping super hard on this trip. He’s skating every day and looks amazing on a skateboard. Like, "
324,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","I agree. Oh yeah, what’s the highest thing you ever ollied over?","Shit, I’m trying to think. I feel like maybe the trash cans at the Chase building. I’ve ollied those from flat and they’re pretty tall. And wide too. "
325,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Forty years on in skate history, and the question is still, How high can you ollie?",Yeah.
326,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",How high can you ollie?,Yeah.
327,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>",Who’s in your top three of favorite skaters?,"I would say BA, Pappalardo—it always changes, so it’s hard. I really like Van Wastel too."
328,"<h3 class=""article-title"">Am Scramble Interview: Nick Matthews</h3>","Yeah, he’s sick. He was really funny, too. In 20 years what are you gonna remember about this trip?",There was so much that happened. The last night was pretty funny with Noah falling in the water. Meeting everyone and just seeing the super gnarly skating and everyone being super cool. There was so much cool shit.
329,"<h3 class=""article-title"">5 Greats: Louie Lopez</h3>",Call of Duty,"
"
330,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Hey, Petar, where did you grow up?","I was born in Bulgaria. When I was seven years old, I moved to Rome, Italy with my parents. I moved to Barcelona five years ago. But yeah, I’m Bulgarian."
331,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",How old are you?,I’m 27. My birthday was yesterday.
332,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Happy birthday! Why do people call you Stewie?,"It’s my nickname, like Stewie from "
333,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",How many languages can you speak?,"Four: Bulgarian, Italian, English and Spanish."
334,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","That’s amazing. Every time I meet people outside the US, I feel so stupid. What videos did you grow up on?",I started skating in 2009. I watched 
335,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Fully Flared, 
336,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",There’s a lot of good Barcelona footage in Fully Flared. What made you want to move from Italy to Spain?,"Basically just because Barcelona is amazing to skate. In Italy, living in a small town near Rome, there were no spots. I went on holiday for two weeks with my homie to Barcelona and then we just decided to move here. We moved the week after we got back to Italy. It happened super fast."
337,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Fully Flared,"Basically just because Barcelona is amazing to skate. In Italy, living in a small town near Rome, there were no spots. I went on holiday for two weeks with my homie to Barcelona and then we just decided to move here. We moved the week after we got back to Italy. It happened super fast."
338,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",How long did it take you to make friends and get in the scene?,"I already had friends from Italy when I moved to Barci, so that helped. I skated with my Italian friends a lot, at the beginning."
339,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Was it intimidating the first time you rolled up to Macba?,"Yeah, at the beginning it was little bit, because skating in Italy, you just skate with four or five homies. Then moving to Barcelona and going to Macba, there are 40 people watching you. And everyone is super good, going really fast. They’re skating the ledge and everything. But the people respect you, so it’s fun. I like to skate with a lot of people now. I just skated Macba a lot because I lived ten seconds away. It was like my garden."
340,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",That’s an amazing location for an apartment.,"It’s good for skating, but it’s pretty noisy, so it’s not so good for sleeping."
341,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Yeah, that might get in the way of other stuff you do. You make art, too, right?","Yeah, I like to paint in my free time. It’s like I have to express myself or I’ll explode. I’m scared of free time. I like to be busy all the time. If I’m not skating or working, I like to be painting. I’m never bored."
342,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",What do you do for work?,"Like a lot of people in Barcelona, I work in customer service. I work for a scooter sharing company and I’m in customer service because I can speak Italian, Spanish and English. So if someone has a problem, they ask the company and I sign on to the chat in the app. I work late—from 11 at night until 5 AM."
343,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Damn! You gotta get some sleep after this interview.,I’ll go to bed at 5 AM when I finish working and I’ll wake up around 2 PM.
344,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","When you got into skating, were there other skaters that inspired you?","Yeah, of course. It was just my homies in the beginning, and they helped me find a small board. My first board was an eight, which was super big for me. And then my homie gave me a small one—a seven-point-five, and eventually a seven-point-two-five. All my homies supported me from the beginning and they helped me learn and have fun."
345,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",So you weren’t really motivated as much by seeing like Pancho Moler or Jason Acuña—it was more from your friends?,"I started skating with my friends, and it wasn’t until years later that I saw Pancho. They showed me his tricks and I thought it was cool to see some things were possible, but I was already doing it. I was already having fun with my homies and not thinking about, "
346,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Oh, he can do this so maybe I will try it, too", 
347,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",That’s sick. What size is your board now?,It’s still a seven-point-two-five. I’m not sure how long it is. I think 28 or 29 inches—but 32 is too much.
348,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Where did you get your first small boards?,"My first board was from my local skateshop, but then they ordered one from a distributor for me—a seven-point-two-five Antihero. That was the first small board that I learned everything on. I learned how to kickflip, shove it, 50-50 and I started to enjoy skating more. I thought, "
349,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Okay, with this I can kickflip, so I can do anything.", 
350,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",What size shoe do you wear?,"My size in Europe is 32, and in the US it’s a size one."
351,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",How do you get shoes?,"Danny Wainwright used to help me find shoes, sending me boxes. And then when those ran out, I bought some Dunks that Max Geronzi saw me wear. He showed my stuff to Colin at Nike and then I got a text from him to see if I would be down to wear some SBs. My first Dunks were not the skate shoes, just normal ones. So he sends me shoes and I love them. He asked me if I was down to film something with Enrique, and here we are eight months later. It’s great."
352,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",You have a “Forever Young” tattoo. What made you get that?,"It’s a reminder to enjoy yourself like a kid forever. Age is just something people create. I’m scared of people that say, “Oh, I’m too old to do this.” I never want to be too old to do something. It’s a message for me to remember that it’s never too late to do something."
353,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Well, you skate like you’re forever young. You jump off some big shit. I feel like in Barci you can be any kind of skater. What made you go toward the high-impact stuff?","I just do it. When I see a spot and I’m hyped, I don’t think about the size. If my homie jumps down the three block with a fakie ollie, why can’t I? Sometimes I’ll skate a small ledge to learn something new or hard, but I like to go fast and 50-50 a big ledge."
354,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Awesome. Have you had any major injuries skating?,"I fell off a hubba and cut my head open, but nothing too crazy."
355,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","You’ve got a video part in the works. You’re already sort of Instagram famous—as in, everyone I know knows who you are. Do you feel a lot of pressure to put your skating out in a legit video as opposed to just posting?","I don’t feel the pressure. I just go two or three times a week with Enrique and he understands the kind of a spots I like to skate. I’ll say, “I want to do this trick,” and he’ll show me ten spots around Catalonia, so it’s fun. A few months ago I stopped filming for the ’Gram and started saving tricks for the part and it has just been super fun."
356,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Do you go out on solo missions or do you roll out with the squad?,"Because I wake up late, a lot of my homies are already too tired for a mission. Sometimes I go out with a big crew, though. Even when I skate alone, I don’t feel like that ‘cause I’m with Enrique."
357,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Do people or security guards treat you different from your friends when you get kicked out?,"Yeah, but maybe it’s an advantage, because they don’t get aggressive. A guard will say, “You can’t skate here.” And I’ll ask for another try and maybe they’ll let me. Even if they say no, sometimes I go back five minutes later and they never try to grab me or anything like that. They respect me. So sometimes I get treated different, but in a positive way."
358,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",That’s kind of awesome!,"Yeah, because sometimes I go with Max Geronzi and the security will come out and be super aggressive with him, but never with me."
359,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",What is the condition that makes you shorter than most people?,"It’s called achondroplasia, also dwarfism. But to describe it in English, you just say “little person.” Maybe there’s some more technical ways to describe it medically, but I’m not going to the hospitals and asking doctors how to say stuff. And I don’t think that much about it, because I live first person in my body. In my mind, I don’t have this thing. I just think some people can do things that are maybe harder for other people, but at the end of it, I just do what I want to do."
360,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Yeah, that makes perfect sense.","Imagine if you’re in my body—maybe you see that the hand is a little different, but it’s just your hand. You don’t know how other people see their own hands. So I never think, "
361,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Okay, I can’t do this because I’m a little person", 
362,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","I think that’s the experience every skater goes through, which is that you only know skating through your own body and with your own skateboard. It’s totally personal trying to figure out how to kickflip. I understand you have a radical coffee habit. I imagine that helps with the late nights?","Yeah, I drink a lot of coffee. I have a coffee pot—the Italian one for espresso."
363,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",How many coffees a day do you drink?,"I drink a lot of coffees and I get crazy when I drink it. I love it. I don’t know how much, for certain. I wake up and I do one from the pot, but it’s like three espressos—a triple. I drink that to wake up. Later, if I’m skating from the first spot to the second, I’ll get a normal one. But in Spain the coffee’s not as good as the Italian espresso, so I get a coffee with milk. Then at the end of the day before I start work, I get another. So maybe I have five coffees a day? But for me it feels like more because I’m 40 kilograms, so sometimes I get super energy. When I get that crazy feeling, maybe I want to jump off some big blocks."
364,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",It literally gives you a boost. Do you want to be a pro skater and travel the world and do the whole show?,Of course!
365,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Do you travel much right now?,"It’s hard because I work, but I went to Copenhagen for a week to film and then filmed a lot on a trip to Gran Canary Islands. But I finished all my allotted days off, so I have to work a lot now. So it’s hard only being able to do two trips a year, but this time it worked out because I finished the part. Enrique is the best because he helps me find the right spot for everything."
366,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",Who makes your boards?,I make my boards.
367,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",What?!,"With my homies, I started Epoca. It started by me doing some T-shirts for my homies with some of my paintings. So I sort of started a company for them. But then I couldn’t find boards, so I decided to make those, too. Basically it’s just a way for us to get boards to skate them—not to sell, really. I skated for another company two or three years ago, but I didn’t really like their vision of skating. I didn’t feel represented by the company. I appreciated the help finding small boards. We are still friends and all good, but it was not my vision. So then I was working, saved some money and said, "
368,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>","Okay, let’s try to make some boards for me", 
369,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",What about your other gear?,"I get Ace trucks from the distribution here. I like them because they are low. I’ve tried other lows, but I like the Aces. I also get some Spitfire from the distribution."
370,"<h3 class=""article-title"">Big Sets, Small Boards: The Petar Stanchev Interview</h3>",You got almost the whole setup. We just gotta get someone makin’ small boards!,"Yeah, it’s also cool at the moment making my boards with my graphics. I made this one called “Bombhill Therapy.” It’s a guy bombing a hill and he’s not thinking about anything—like all the monsters in his mind stay behind ’cause the guy is too fast for them. I don’t know if I should do another graphic or not, because I feel like this represents me. When I feel bad I just go up to the mountain here in Barcelona, then I bomb down the hill and forget about everything. I get that adrenaline and it’s like therapy. It’s medicine for me."
